analytics,libldap-2.4-2, 161514,368,222
analytics,libcholmod2.1.2, 280826,13,4
analytics,perl, 2617488,537,179
analytics,samba-common-bin, 493398,1,1
analytics,libjpeg8, 2194,573,105
analytics,libtiff-dev,,31,31
analytics,emacsen-common, 17556,6,5
analytics,libguava-java, 1980392,15,7
analytics,libhamcrest-java, 372528,4,4
analytics,libmono-i18n-west2.0-cil, 30668,13,4
analytics,libkdb5-8, 37316,4,4
analytics,libboost-context1.58.0, 18980,28,28
analytics,libghc-unordered-containers-dev, 173082,1,1
analytics,libbabeltrace-ctf1, 89264,2,2
analytics,binutils-arm-linux-gnueabi, 2419984,2,1
analytics,libprocps3, 31660,65,61
analytics,python-sqlitecachec, 21440,2,2
analytics,libphobos-dev, 3158,1,1
analytics,libghc-regex-base-dev, 58938,1,1
analytics,node-graceful-fs, 7102,15,5
analytics,libmono-cairo2.0-cil, 28352,3,3
analytics,libtasn1-6, 42700,485,234
analytics,libltdl7, 35306,112,46
analytics,python2.7:any, 209794,71,40
analytics,libmono-system-ldap-protocols4.0-cil, 29838,3,3
analytics,libwind0-heimdal, 47740,714,222
analytics,erlang-typer, 54172,2,2
analytics,libqt4-svg, 138708,5,5
analytics,base-files, 59750,186,102
analytics,liblapack3, 1843850,132,53
analytics,libbind9-90, 22706,6,3
analytics,libxcb-xfixes0-dev, 11240,13,9
analytics,libaudit1, 35216,1398,155
analytics,python-pycparser, 57932,1,1
analytics,heimdal-hdb-api-8,,1,1
analytics,libfftw3-single3, 749412,10,4
analytics,libvorbis0a, 87270,223,86
analytics,libbabeltrace1, 35662,4,2
analytics,node-qs, 7574,5,5
analytics,texlive-fonts-recommended, 5704474,2,2
analytics,libcxsparse3.1.2, 61456,6,2
analytics,libpython3.4, 1289622,30,16
analytics,xfonts-utils, 75276,174,111
analytics,libqhull6, 148868,3,2
analytics,libestr0, 7348,2,1
analytics,libnunit-util2.6.3-cil, 44802,6,3
analytics,libxml-commons-external-java, 245248,9,9
analytics,libopencv-core2.4,,18,9
